TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Homophylax,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,7,Homophylax,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Homophylax,,,,,
Monophylax,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,6,Monophylax mono,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,
Psychoglypha bella,Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha,,308,16.56765806,,cold,,cold--broad tolerance,Decreaser,3.567800692,*Decreaser,12.99985737,20.13545875,3.8,3.8,12,3.8,5.7,221,51.5,0,,3,Psychoglypha bella,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,bella
Psychoglypha subborealis,Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha,,308,16.56765806,,cold,,cold--broad tolerance,Decreaser,3.567800692,*Decreaser,12.99985737,20.13545875,3.8,3.8,12,3.8,5.7,221,51.5,0,,2,Psychoglypha subborealis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,subborealis
Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha,,308,16.56765806,,cold,,cold--broad tolerance,Decreaser,3.567800692,*Decreaser,12.99985737,20.13545875,3.8,3.8,12,3.8,5.7,221,51.5,0,,304,Psychoglypha,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,
Hesperophylax,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,11,Hesperophylax,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Hesperophylax,,,,,
Limnephilus,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,3,Limnephilus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Limnephilus,,,,,
Chyrandra,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,low n exclusion,19,Chyrandra,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Chyrandra,,,,,
Clostoeca,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,4,Clostoeca,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Clostoeca,,,,,
Hydatophylax,Hydatophylax,Hydatophylax,Hydatophylax,Hydatophylax,,113,18.16281941,LowProbOcc,cool,,cold/cool,,1.553776499,*Unimodal,16.60904291,19.71659591,18.2,NA,NA,NA,NA,388,385.5,0,,113,Hydatophylax,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Hydatophylax,,,,,
Philocasca,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,5,Philocasca,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Philocasca,,,,,
Pseudostenophylax,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,15,Pseudostenophylax,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,
Limnephilidae,Limnephilidae,666,666,666,,1795,16.03746853,,eurythermal,,don't use,Decreaser,3.793322671,Unimodal/Decreaser,12.24414586,19.8307912,9,3.8,30.8,3.8,26.4,186,114,0,,822,Limnephilidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,,,,,,,,,
Marilia,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,Marilia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Marilia,,,,,
Namamyia,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,Namamyia plutonis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Namamyia,,,,,
Nerophilus,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8,Nerophilus californicus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,
Parthina,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,Parthina,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Parthina,,,,,
Odontoceridae,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,Odontoceridae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,,,,,,,,,
Chimarra,Chimarra,Chimarra,Chimarra,Chimarra,THE HIGHEST Optima,42,27.1466937,,warm,hot,hot,,3.30032224,*Increaser,23.84637146,30.44701594,30.8,26.6,30.8,28.7,30.8,876,780,0,,42,Chimarra,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Chimarrinae,,,Chimarra,,,,,
Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,,279,16.44713367,,cold,,cold,Decreaser,3.266322811,*Unimodal,13.18081086,19.71345648,12.8,9.1,16.2,NA,NA,213,180,0,,279,Dolophilodes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,
Wormaldia,Wormaldia,Wormaldia,Wormaldia,Wormaldia,,1163,18.66931705,,cool,,cool,Increaser,2.77564998,*Unimodal,15.89366707,21.44496703,18.4,12.8,26.9,14.7,24.5,440,396.5,0,,1163,Wormaldia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,
Philopotamidae,Philopotamidae,666,666,666,,1503,18.74381915,,eurythermal,,don't use,,3.472428769,*Unimodal,15.27139038,22.21624792,17.8,5.3,30.8,9.5,30,454.5,365,0,,176,Philopotamidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,,,,,,,,,
Ptilostomis,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,Ptilostomis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,
Yphria,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,Yphria californica,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Yphriinae,,,Yphria,,,,,
Phryganeidae,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,Phryganeidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,,,,,,,,,
Neureclipsis,Polycentropodidae,666,Polycentropodidae,Polycentropodidae,,239,18.23029746,LowProbOcc,cool,,cool,,2.902538401,*Unimodal,15.32775906,21.13283586,18,NA,NA,NA,NA,394,376.5,0,,2,Neureclipsis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,
Polycentropus,Polycentropus,Polycentropus,Polycentropodidae,Polycentropodidae,,190,18.30310195,LowProbOcc,cool,,cool,,2.91751001,*Unimodal,15.38559194,21.22061196,17.6,NA,NA,NA,NA,403,356,0,,190,Polycentropus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,
Polycentropodidae,Polycentropodidae,666,Polycentropodidae,Polycentropodidae,,239,18.23029746,LowProbOcc,cool,,cool,,2.902538401,*Unimodal,15.32775906,21.13283586,18,NA,NA,NA,NA,394,376.5,0,,51,Polycentropodidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,
Psychomyia,Psychomyia,Psychomyia,Psychomyiidae,Psychomyiidae,,96,20.3601809,,warm,,warm,,3.416565447,*Increaser,16.94361545,23.77674635,30.8,30.8,30.8,NA,NA,619,780,0,,96,Psychomyia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
Tinodes,Psychomyiidae,666,Psychomyiidae,Psychomyiidae,,115,20.35812446,,warm,,warm,,3.412535084,*Increaser,16.94558938,23.77065955,30.8,30.3,30.8,NA,NA,618,780,0,,8,Tinodes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Tinodes,,,,,
Psychomyiidae,Psychomyiidae,666,Psychomyiidae,Psychomyiidae,,115,20.35812446,,warm,,warm,,3.412535084,*Increaser,16.94558938,23.77065955,30.8,30.3,30.8,NA,NA,618,780,0,,13,Psychomyiidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,,,,,,,,,
Rhyacophila alberta group,Rhyacophila alberta group,Rhyacophila alberta group,Rhyacophila,Rhyacophila alberta group,,79,14.87806712,LowProbOcc,cold,,core cold,,3.08697006,*Unimodal,11.79109706,17.96503718,12.7,NA,NA,NA,NA,96,175.5,0,,79,Rhyacophila Alberta Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Rhyacophila angelita group,Rhyacophila angelita group,Rhyacophila angelita group,Rhyacophila,Rhyacophila angelita group,,352,17.77970523,,cold,,cold,,2.863156628,*Unimodal,14.91654861,20.64286186,16.7,14.5,19.2,NA,NA,340,305.5,0,,352,Rhyacophila Angelita Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Rhyacophila basalis group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,2,Rhyacophila Basalis Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Rhyacophila chilsia,Rhyacophila betteni group,Rhyacophila betteni group,Rhyacophila,Rhyacophila betteni group,,2014,16.16156584,,eurythermal,,cold,Decreaser,2.99997962,Unimodal/Decreaser,13.16158622,19.16154546,13.4,3.8,24.3,5,22.7,193,190,0,,1,Rhyacophila chilsia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,chilsia
Rhyacophila betteni group,Rhyacophila betteni group,Rhyacophila betteni group,Rhyacophila,Rhyacophila betteni group,,2014,16.16156584,,eurythermal,,cold,Decreaser,2.99997962,Unimodal/Decreaser,13.16158622,19.16154546,13.4,3.8,24.3,5,22.7,193,190,0,,2014,Rhyacophila Betteni Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Rhyacophila malkini,Rhyacophila malkini,666,Rhyacophila,Rhyacophila betteni group,,62,22.2314756,LowProbOcc,warm,,warm+,,2.583630258,*Unimodal,19.64784535,24.81510586,23,NA,NA,NA,NA,737,548.5,0,,62,Rhyacophila malkini,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Bettini Gr.,,,malkini
Rhyacophila coloradensis group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,26,Rhyacophila Coloradensis Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Rhyacophila grandis group,Rhyacophila grandis group,Rhyacophila grandis group,Rhyacophila,Rhyacophila grandis group,,142,16.25407204,LowProbOcc,cold,,cold,,3.013039911,*Unimodal,13.24103213,19.26711195,14,NA,NA,NA,NA,197,209,0,,142,Rhyacophila Grandis Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Rhyacophila hyalinata group,Rhyacophila hyalinata group,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila hyalinata group,,722,14.55178338,,cold,,core cold--large tolerance,Decreaser,3.587038207,Unimodal/Decreaser,10.96474517,18.13882159,7.7,3.8,20.6,3.8,16.7,85,111.5,0,,722,Rhyacophila Hyalinata Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila,Rhyacophila arnaudi,,305,17.7819514,,cool,,cold/cool,,2.420025638,*Unimodal,15.36192576,20.20197704,19.1,17.3,20.5,NA,NA,341,423,0,,305,Rhyacophila arnaudi,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Rhyacophila nevadensis group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,18,Rhyacophila Nevadensis Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Rhyacophila oreta group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,3,Rhyacophila Oreta Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,
Rhyacophila rotunda group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,13,Rhyacophila Rotunda Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila,Rhyacophila sibirica group,,358,14.36364531,,core cold,,core cold,Decreaser,2.968191676,Unimodal/Decreaser,11.39545364,17.33183699,11.4,3.8,16.9,9.5,13.2,77,151,0,,358,Rhyacophila atrata complex,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila,Rhyacophila sibirica group,,948,16.23760975,,cold,,cold,Decreaser,2.928231407,*Unimodal,13.30937834,19.16584115,15.8,4.7,21.3,7.1,19.7,196,265.5,0,,948,Rhyacophila narvae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae
Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila,Rhyacophila sibirica group,,514,18.21865568,,cool,,cool,Increaser,1.802354393,*Unimodal,16.41630129,20.02101008,18.3,15.3,21.4,16.8,19.8,393,391,0,,514,Rhyacophila blarina,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina
Rhyacophila vetina complex,Rhyacophila sibirica group,666,Rhyacophila,Rhyacophila sibirica group,,109,13.54246617,,core cold,,core cold,,3.710171191,*Decreaser,9.832294982,17.25263736,3.8,3.8,10.5,NA,NA,51,51.5,0,,63,Rhyacophila vetina complex,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,
Rhyacophila sibirica group,Rhyacophila sibirica group,666,Rhyacophila,Rhyacophila sibirica group,,109,13.54246617,,core cold,,core cold,,3.710171191,*Decreaser,9.832294982,17.25263736,3.8,3.8,10.5,NA,NA,51,51.5,0,,109,Rhyacophila Sibirica Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Rhyacophila vagrita group,Rhyacophila vagrita group,Rhyacophila vagrita group,Rhyacophila,Rhyacophila vagrita group,,78,14.49469708,LowProbOcc,core cold,,core cold,,2.321440373,*Unimodal,12.17325671,16.81613745,12.3,NA,NA,NA,NA,82,163.5,0,,78,Rhyacophila Vagrita Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Rhyacophila verrula group,Rhyacophila verrula group,Rhyacophila verrula group,Rhyacophila,Rhyacophila verrula group,,88,11.99474814,,core cold,,core cold,,4.027725808,*Decreaser,7.967022329,16.02247395,3.8,3.8,10.3,3.8,7.6,18,51.5,0,,88,Rhyacophila Verrula Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Rhyacophila viquaea group,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,2,Rhyacophila Viquaea Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,
Rhyacophila vofixa group,Rhyacophila vofixa group,Rhyacophila vofixa group,Rhyacophila,Rhyacophila vofixa group,,256,12.95530865,,core cold,very cold,core cold,Decreaser,2.627528778,Unimodal/Decreaser,10.32777987,15.58283743,9.7,3.8,14.6,3.8,13.1,42,120,0,,256,Rhyacophila Vofixa Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Rhyacophila brunnea/vemna groups,Rhyacophila brunnea/vemna groups,Rhyacophila brunnea/vemna groups,Rhyacophila,Rhyacophila brunnea/vemna groups,,1755,16.26924354,,eurythermal,,cold,Decreaser,3.003146385,Unimodal/Decreaser,13.26609715,19.27238992,13.8,3.8,24.1,3.8,22,198,200,0,,1755,Rhyacophila Brunnea/Vemna Gr.,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Rhyacophila,Rhyacophila,666,Rhyacophila,666,,3195,16.16605619,,eurythermal,,don't use,Decreaser,3.338247416,*Decreaser,12.82780878,19.50430361,3.8,3.8,28.5,3.8,26.3,195,51.5,0,,1851,Rhyacophila,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Gumaga,Gumaga,Gumaga,Gumaga,Gumaga,,242,18.73011226,,cool,,cool,Increaser,1.936709498,*Unimodal,16.79340276,20.66682175,18.7,17.5,20.2,NA,NA,449.5,408,0,,242,Gumaga,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Sericostomatidae,,,,Gumaga,,,,,
Neophylax occidentis,Neophylax,666,Neophylax,Neophylax,"bulk of the info is at Genera level, but the two genera have different optima, yet the genera is even lower--suggesting more species",1223,16.37234887,,eurythermal,,cold--need to see WA plots,Decreaser,3.340597826,*Unimodal,13.03175104,19.7129467,15.2,3.8,24,9.3,22.4,203,248,0,,20,Neophylax occidentis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,occidentis
Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax,Neophylax,,357,18.90946071,,cool,,cool,Increaser,2.015602519,*Unimodal,16.89385819,20.92506323,19.6,16.7,22.2,NA,NA,472,452,0,,357,Neophylax rickeri,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,rickeri
Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax,Neophylax,,273,16.91572407,,cold,,cold,Decreaser,2.958547513,*Unimodal,13.95717656,19.87427158,15.6,14.2,17,NA,NA,251,259.5,0,,273,Neophylax splendens,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,splendens
Neophylax,Neophylax,666,Neophylax,Neophylax,"bulk of the info is at Genera level, but the two genera have different optima, yet the genera is even lower--suggesting more species",1223,16.37234887,,eurythermal,,cold--need to see WA plots,Decreaser,3.340597826,*Unimodal,13.03175104,19.7129467,15.2,3.8,24,9.3,22.4,203,248,0,,664,Neophylax,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Neophylax,,,,,
Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,,327,13.84424465,,core cold,,core cold,Decreaser,2.641114043,*Decreaser,11.2031306,16.48535869,3.8,3.8,16.8,3.8,13,58,51.5,0,,327,Oligophlebodes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,Oligophlebodes,,,,,
Thremmatidae,Uenoidae,666,666,666,,1694,14.60292735,,eurythermal,,use? Need to see WA plots,,3.423359018,*Decreaser,11.17956833,18.02628637,3.8,3.8,24.4,3.8,22.6,89,51.5,0,,22,Thremmatidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Thremmatidae,,,,,,,,,
Farula,Farula,Farula,Farula,Farula,,41,17.42492408,LowProbOcc,cold,,cold,,1.818504493,*Unimodal,15.60641958,19.24342857,17.7,NA,NA,NA,NA,298,360,0,,41,Farula,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Farula,,,,,
Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,,364,12.50578561,,core cold,very cold,core cold,Decreaser,3.408086163,*Decreaser,9.097699447,15.91387177,3.8,3.8,15.2,3.8,13.8,32,51.5,0,,364,Neothremma,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Neothremma,,,,,
Uenoidae,Uenoidae,666,666,666,,1694,14.60292735,,eurythermal,,use? Need to see WA plots,,3.423359018,*Decreaser,11.17956833,18.02628637,3.8,3.8,24.4,3.8,22.6,89,51.5,0,,172,Uenoidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,,,,,,,,,
Limnephiloidea,Limnephiloidea,666,666,666,,3412,16.84957391,,eurythermal,,don’t use,,3.664501025,Unimodal/Decreaser,13.18507288,20.51407493,12.6,3.8,30.8,3.8,30.8,244,171,1,,7,Limnephiloidea,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,
Trichoptera,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,632,Trichoptera,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,
Hydra,Hydra,Hydra,Hydra,Hydra,,52,20.85204239,LowProbOcc,cool,,warm?,,4.330444101,*Increaser,16.52159829,25.18248649,30.8,NA,NA,NA,NA,653.5,780,0,,52,Hydra,Other Non-Insect,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
